Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_tile_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,cutadapt_version,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
antibiotICA_pilot_41,1636535,788877,59166,348633,0,0,0,0,100282,0,0,0,0,301130,32854,5593,48.20410195932259,1636535.0,1287902.0,78.7,348633.0,21.3,antibiotICA_pilot_41_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1636535.0,0.0,20-101,52.0,36.47665608013399,91.25825356622376,pass,pass,pass,pass,fail,fail,pass,warn,fail,warn,pass,2.6,1699056,730962,1699056,171604656,1453835,155600419,9.326225390994052,0.0982,0.3584,0.5434,NaN,NaN
antibiotICA_pilot_42,1052641,534165,49910,168426,0,0,0,0,57549,0,0,0,0,216621,22491,3479,50.74522083027357,1052641.0,884215.0,84.0,168426.0,16.0,antibiotICA_pilot_42_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,1052641.0,0.0,20-101,52.0,43.35645779414791,92.1817390734353,pass,pass,pass,pass,warn,warn,pass,warn,fail,warn,pass,2.6,1137180,534402,1137180,114855180,871888,98169371,14.5276939185503,0.0977,0.3682,0.5342,NaN,NaN
antibiotICA_pilot_5,12595679,10166779,115546,394025,0,0,0,0,135849,0,0,0,0,1257277,319461,206742,80.71640282353972,12595679.0,12201654.0,96.87,394025.0,3.13,antibiotICA_pilot_5_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12595679.0,0.0,20-101,52.0,15.90939972235871,99.64560687835883,pass,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,2.6,12630740,3830801,12630740,1275704740,347345,1264898925,0.8470467076888026,0.0089,0.4326,0.5585,NaN,NaN
antibiotICA_pilot_6,9688951,7748976,148375,285136,0,0,0,0,47619,0,0,0,0,1099652,260169,99024,79.97745060326965,9688951.0,9403815.0,97.06,285136.0,2.94,antibiotICA_pilot_6_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9688951.0,0.0,20-101,51.0,14.937372817553252,99.58107931395256,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9699391,2978297,9699391,979638491,296397,972375460,0.7413991045396765,0.0092,0.4355,0.5553,NaN,NaN
antibiotICA_pilot_7,14825739,10416155,1073062,808458,0,0,0,0,190641,0,0,0,0,1880083,394276,63064,70.2572397908799,14825739.0,14017281.0,94.55,808458.0,5.45,antibiotICA_pilot_7_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14825739.0,0.0,20-101,51.0,19.65630379054092,96.42406115472558,pass,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,2.6,15459240,6269382,15459240,1561383240,10924338,1494467045,4.2856995826341775,0.0139,0.4237,0.5624,NaN,NaN
antibiotICA_pilot_8,16661515,9223777,4460708,855994,0,0,0,0,113083,0,0,0,0,1628357,323406,56190,55.359773706052536,16661515.0,15805521.0,94.86,855994.0,5.14,antibiotICA_pilot_8_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,16661515.0,0.0,20-101,52.0,17.27554794289278,97.91147719760178,pass,pass,pass,pass,warn,warn,pass,warn,fail,warn,pass,2.6,17202006,6350103,17202006,1737402606,9089880,1690308663,2.7105947025383936,0.0112,0.3485,0.6403,NaN,NaN
antibiotICA_pilot_9,14863296,11747359,332815,440958,0,0,0,0,74903,0,0,0,0,1666293,444825,156143,79.03602942442915,14863296.0,14422338.0,97.03,440958.0,2.97,antibiotICA_pilot_9_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14863296.0,0.0,20-101,52.0,13.993747742716495,99.47117072821533,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,14880661,4661931,14880661,1502946761,432509,1489869027,0.8701395378302424,0.0111,0.4217,0.5672,NaN,NaN
electric_coli_BIKI_NEBR_1_BioDesignER_replicate_1_DMSO_S60_L002,13774456,6870605,385752,1211189,0,0,0,0,20857,0,0,0,0,4962286,277569,46198,49.87932009801331,13774456.0,12563267.0,91.21,1211189.0,8.79,electric_coli_BIKI_NEBR_1_BioDesignER_replicate_1_DMSO_S60_L002_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13774456.0,0.0,20-101,52.0,8.58997319944147,99.15665344605986,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,13879710,4460139,13879710,1401850710,564336,1377071862,1.7675810857206042,0.014,0.543,0.443,NaN,NaN
electric_coli_BIKI_NEBR_2_BioDesignER_replicate_2_DMSO_S61_L002,4927695,3049426,323050,399878,0,0,0,0,85086,0,0,0,0,971677,88955,9623,61.8834160799319,4927695.0,4527817.0,91.89,399878.0,8.11,electric_coli_BIKI_NEBR_2_BioDesignER_replicate_2_DMSO_S61_L002_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4927695.0,0.0,20-101,53.0,15.515554585505276,95.30950677750955,pass,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,2.6,4944235,2128088,4944235,499367735,480898,474659115,4.947980870249857,0.0278,0.4554,0.5168,NaN,NaN
electric_coli_BIKI_NEBR_3_BioDesignER_replicate_3_DMSO_S62_L002,16080509,8044275,483654,1216797,0,0,0,0,39100,0,0,0,0,5894676,350681,51326,50.02500231802364,16080509.0,14863712.0,92.43,1216797.0,7.57,electric_coli_BIKI_NEBR_3_BioDesignER_replicate_3_DMSO_S62_L002_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,16080509.0,0.0,20-101,52.0,8.763219937297357,98.89109380803804,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,16203231,5019725,16203231,1636526331,1367420,1613669405,1.3966732809018274,0.0181,0.5325,0.4494,NaN,NaN
electric_coli_BIKI_NEBR_4_BioDesignER_replicate_1_HNQ_S63_L002,15915582,6592012,1091737,1333174,0,0,0,0,12857,0,0,0,0,6566609,284787,34406,41.41860473591227,15915582.0,14582408.0,91.62,1333174.0,8.38,electric_coli_BIKI_NEBR_4_BioDesignER_replicate_1_HNQ_S63_L002_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,15915582.0,0.0,20-101,53.0,7.717460198697119,99.22587838760782,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,15991282,5154780,15991282,1615119482,613549,1591553497,1.4590861705672868,0.0129,0.5324,0.4547,NaN,NaN
electric_coli_BIKI_NEBR_5_BioDesignER_replicate_2_HNQ_S64_L002,17184662,7674159,367260,1500042,0,0,0,0,12614,0,0,0,0,7240296,349952,40339,44.65702613179124,17184662.0,15684620.0,91.27,1500042.0,8.73,electric_coli_BIKI_NEBR_5_BioDesignER_replicate_2_HNQ_S64_L002_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,17184662.0,0.0,20-101,53.0,7.976362384300914,99.04373912038538,pass,pass,warn,pass,warn,warn,pass,warn,fail,fail,pass,2.6,17275458,5780321,17275458,1744821258,707472,1715348403,1.689161847660157,0.016,0.5316,0.4524,NaN,NaN
electric_coli_BIKI_NEBR_6_BioDesignER_replicate_3_HNQ_S65,14299126,6434123,225120,1236586,0,0,0,0,9542,0,0,0,0,6072119,285345,36291,44.99661727576916,14299126.0,13062540.0,91.35,1236586.0,8.65,electric_coli_BIKI_NEBR_6_BioDesignER_replicate_3_HNQ_S65_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14299126.0,0.0,20-101,53.0,8.34370047114379,99.3539012104656,pass,pass,warn,pass,warn,warn,pass,warn,fail,fail,pass,2.6,14364449,4298110,14364449,1450809349,1191535,1437211458,0.9372624328188004,0.0143,0.559,0.4267,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_DMSO_10_1,7719397,3768409,1119613,382429,0,0,0,0,102436,0,0,0,0,2037179,252749,56582,48.81740115192935,7719397.0,7336968.0,95.05,382429.0,4.95,electric_coli_ELECOLI_HRS_BioD_DMSO_10_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7719397.0,0.0,20-76,50.0,17.26308113003113,74.31545365525312,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,7721686,2632729,7721686,579321003,355594,575477210,0.6634996798139563,0.0914,0.3391,0.5696,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_DMSO_10_2,5788071,2669297,1305284,393977,0,0,0,0,248596,0,0,0,0,964857,186842,19218,46.11721245299168,5788071.0,5394094.0,93.19,393977.0,6.81,electric_coli_ELECOLI_HRS_BioD_DMSO_10_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,5788071.0,0.0,20-76,50.0,18.42391747612418,72.45083033708467,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,5789442,1780604,5789442,423876919,190005,421173059,0.6378879997473984,0.0605,0.3132,0.6263,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_HNQ_10_1,6652716,3478011,1177059,246905,0,0,0,0,112933,0,0,0,0,1378957,212061,46790,52.27956521817555,6652716.0,6405811.0,96.29,246905.0,3.71,electric_coli_ELECOLI_HRS_BioD_HNQ_10_1_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6652716.0,0.0,20-76,50.0,19.63065041037278,74.00886735582881,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,6654778,2508956,6654778,505763128,204629,494506123,2.2257464763228056,0.0655,0.3369,0.5976,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_HNQ_10_2,8441706,3917405,1259092,390516,0,0,0,0,132392,0,0,0,0,2423127,262657,56517,46.40537114180475,8441706.0,8051190.0,95.37,390516.0,4.63,electric_coli_ELECOLI_HRS_BioD_HNQ_10_2_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8441706.0,0.0,20-76,49.0,16.63443430133406,74.10495343002943,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8444056,3195195,8444056,641748256,188111,628352624,2.087365547901076,0.1027,0.325,0.5723,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_HNQ_10_3,8487376,4521919,1549715,320687,0,0,0,0,159511,0,0,0,0,1610859,263686,60999,53.27817455006117,8487376.0,8166689.0,96.22,320687.0,3.78,electric_coli_ELECOLI_HRS_BioD_HNQ_10_3_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8487376.0,0.0,20-76,51.0,19.53697289865405,73.86928138920675,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,8489922,3182659,8489922,645234072,187457,630198650,2.330227533303604,0.0567,0.3419,0.6013,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_HNQ_2_1,9153945,4368240,1229753,432708,0,0,0,0,127074,0,0,0,0,2661744,288667,45759,47.71975361442526,9153945.0,8721237.0,95.27,432708.0,4.73,electric_coli_ELECOLI_HRS_BioD_HNQ_2_1_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9153945.0,0.0,20-76,48.0,16.542938196074104,74.1235423634291,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,9156767,3365060,9156767,695914292,212194,682345319,1.9498051923899848,0.089,0.3632,0.5479,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_HNQ_2_2,8848676,4060054,1290167,435237,0,0,0,0,143305,0,0,0,0,2593612,283898,42403,45.88318071539742,8848676.0,8413439.0,95.08,435237.0,4.92,electric_coli_ELECOLI_HRS_BioD_HNQ_2_2_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8848676.0,0.0,20-76,48.0,16.57464717789242,73.93592555541643,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8852039,3055031,8852039,661627406,487191,657062361,0.6899721744597744,0.0919,0.361,0.5471,NaN,NaN
electric_coli_ELECOLI_HRS_BioD_HNQ_2_3,8690042,3696469,1322086,433989,0,0,0,0,145320,0,0,0,0,2791195,262279,38704,42.53683699112156,8690042.0,8256053.0,95.01,433989.0,4.99,electric_coli_ELECOLI_HRS_BioD_HNQ_2_3_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8690042.0,0.0,20-76,49.0,14.998540190183387,74.00082209038806,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8692378,3090029,8692378,649475763,377355,645054848,0.6806897580872467,0.1091,0.3399,0.5511,NaN,NaN
p1k_00550,13689863,10177038,14944,229765,0,0,0,0,305685,0,0,0,0,1501164,918802,542465,74.33995504556911,13689863.0,13460098.0,98.32,229765.0,1.68,p1k_00550_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13689863.0,0.0,20-40,48.0,14.303241409174444,39.5311977190714,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13711540,3992619,13711540,548461600,411571,542672533,1.05550999377167,0.0518,0.4581,0.4901,NaN,NaN
p1k_00551,3935757,2818906,5297,92721,0,0,0,0,86512,0,0,0,0,491746,305264,135311,71.62296859282725,3935757.0,3843036.0,97.64,92721.0,2.36,p1k_00551_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,3935757.0,0.0,20-40,47.0,24.3661965377616,39.49659163408717,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,2.6,3942340,1382838,3942340,157693600,116238,155760377,1.2259362459858865,0.057,0.4692,0.4739,NaN,NaN
p1k_00552,6832142,5054411,14604,167085,0,0,0,0,142420,0,0,0,0,708511,470151,274960,73.97988800584064,6832142.0,6665057.0,97.55,167085.0,2.45,p1k_00552_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6832142.0,0.0,20-40,48.0,22.18760196450277,39.470457727605776,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,6846724,2405850,6846724,273868960,225560,270478046,1.2381519979482158,0.0522,0.4506,0.4973,NaN,NaN
p1k_00553,7337149,5385241,34886,217197,0,0,0,0,132241,0,0,0,0,823222,457964,286398,73.39691479619673,7337149.0,7119952.0,97.04,217197.0,2.96,p1k_00553_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7337149.0,0.0,20-40,49.0,22.936896995337147,39.46669217157782,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7354086,2577555,7354086,294163440,253136,290521969,1.2379074027690185,0.0471,0.4597,0.4931,NaN,NaN
p1k_00554,4770304,3619563,56318,123093,0,0,0,0,87699,0,0,0,0,445875,246874,190882,75.87698813325105,4770304.0,4647211.0,97.42,123093.0,2.58,p1k_00554_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4770304.0,0.0,20-40,51.0,29.873916810924296,39.51291657722443,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,4783083,1604502,4783083,191323320,757809,188332413,1.563273624982046,0.0369,0.4676,0.4955,NaN,NaN
p1k_00555,7659933,5875357,7074,207852,0,0,0,0,156894,0,0,0,0,677585,403044,332127,76.70245940793477,7659933.0,7452081.0,97.29,207852.0,2.71,p1k_00555_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7659933.0,0.0,20-40,49.0,21.81446923346847,39.46297558999537,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7679807,2679746,7679807,307192280,266134,303456614,1.2160676694088797,0.0387,0.4565,0.5048,NaN,NaN
p1k_00556,13384782,10545029,26585,286419,0,0,0,0,153772,0,0,0,0,1480008,541886,351083,78.7837187038235,13384782.0,13098363.0,97.86,286419.0,2.14,p1k_00556_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13384782.0,0.0,20-40,52.0,18.438066801590708,39.57471500096154,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13415256,3852507,13415256,536610240,534360,530891341,1.0657454095546146,0.0347,0.5343,0.4309,NaN,NaN
p1k_00557,6452904,4905517,89562,134327,0,0,0,0,73003,0,0,0,0,839238,260192,151065,76.02030031750047,6452904.0,6318577.0,97.92,134327.0,2.08,p1k_00557_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6452904.0,0.0,20-40,51.0,20.93318813625176,39.59366697536489,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6461620,2015559,6461620,258464800,537585,255250205,1.2437264184523389,0.0425,0.5281,0.4293,NaN,NaN
p1k_00558,9022597,7083677,613,375633,0,0,0,0,211273,0,0,0,0,814871,380526,156004,78.51040005444109,9022597.0,8646964.0,95.84,375633.0,4.16,p1k_00558_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9022597.0,0.0,20-101,51.0,18.68441764471672,99.78189804997386,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9038676,2741484,9038676,912906276,3692961,905461177,0.8155381549814211,0.0187,0.4531,0.5282,NaN,NaN
p1k_00559,9625960,7290680,225281,497634,0,0,0,0,206168,0,0,0,0,863833,386363,156001,75.7397703709552,9625960.0,9128326.0,94.83,497634.0,5.17,p1k_00559_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9625960.0,0.0,20-101,51.0,17.255819357961585,99.800769585579,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9647744,2894811,9647744,974422144,4785444,965592509,0.9061406346693204,0.0184,0.4435,0.5381,NaN,NaN
p1k_00562,8939032,6416029,1980,1399562,0,0,0,0,10357,0,0,0,0,697047,395428,18629,71.77543385010814,8939032.0,7539470.0,84.34,1399562.0,15.66,p1k_00562_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8939032.0,0.0,20-150,51.0,25.05348122174553,147.83903961860747,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8953995,2764431,8953995,1343099250,10309055,1324030554,1.4197533056473677,0.0103,0.428,0.5616,NaN,NaN
p1k_00563,10675851,7647046,1641,1622356,0,0,0,0,11092,0,0,0,0,896532,476843,20341,71.62938111444231,10675851.0,9053495.0,84.8,1622356.0,15.2,p1k_00563_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10675851.0,0.0,20-150,50.0,21.817368699623803,147.22901134532506,pass,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,2.6,10696260,3390345,10696260,1604439000,12574867,1579172570,1.5747828368669674,0.0114,0.43,0.5585,NaN,NaN
p1k_00564,10159574,7294361,3134,1567568,0,0,0,0,11697,0,0,0,0,817795,444827,20192,71.7979021561337,10159574.0,8592006.0,84.57,1567568.0,15.43,p1k_00564_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10159574.0,0.0,20-150,51.0,23.839471228562147,147.80981997867232,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10179752,2985141,10179752,1526962800,5575419,1511259059,1.0284298347019325,0.0104,0.4507,0.5389,NaN,NaN
p1k_00565,12515560,8798689,5519,1981549,0,0,0,0,12732,0,0,0,0,1156698,537165,23208,70.30200007031247,12515560.0,10534011.0,84.17,1981549.0,15.83,p1k_00565_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12515560.0,0.0,20-150,51.0,22.601096416703616,147.75586573832894,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12536704,3904355,12536704,1880505600,14326027,1852776926,1.4745329128506717,0.0108,0.4573,0.5319,NaN,NaN
p1k_00566,9804903,4690711,3224925,192065,0,0,0,0,49110,0,0,0,0,1092838,345787,209467,47.84046308260265,9804903.0,9612838.0,98.04,192065.0,1.96,p1k_00566_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9804903.0,0.0,20-40,51.0,15.193730791171276,39.50008460053098,pass,pass,pass,pass,fail,warn,pass,warn,fail,warn,pass,2.6,9819525,2757165,9819525,392781000,441730,388715593,1.0350314806469765,0.0292,0.3277,0.6432,NaN,NaN
p1k_00567,4016473,2888647,66912,79116,0,0,0,0,28399,0,0,0,0,633263,195587,124549,71.91999049912697,4016473.0,3937357.0,98.03,79116.0,1.97,p1k_00567_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4016473.0,0.0,20-40,50.0,25.1609975417232,39.50659795298014,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,2.6,4021927,1424496,4021927,160877080,147097,158891374,1.234300125288201,0.0315,0.4712,0.4973,NaN,NaN
p1k_00568,8321065,5810777,31442,175175,0,0,0,0,97152,0,0,0,0,1511821,446595,248103,69.83213086305659,8321065.0,8145890.0,97.89,175175.0,2.11,p1k_00568_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8321065.0,0.0,20-40,48.0,16.396485263454075,39.52509119926356,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8334442,2735326,8334442,333377680,770073,329010148,1.3100853062508564,0.0408,0.4728,0.4864,NaN,NaN
p1k_00569,9259471,6566531,28889,157876,0,0,0,0,116328,0,0,0,0,1606035,492745,291067,70.91691307203187,9259471.0,9101595.0,98.29,157876.0,1.71,p1k_00569_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9259471.0,0.0,20-40,48.0,15.70746947710168,39.52572182579329,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9273755,2626536,9273755,370950200,272833,367154344,1.0232791355820807,0.0382,0.4717,0.4902,NaN,NaN
p1k_00570,8642739,6528026,72406,182587,0,0,0,0,245116,0,0,0,0,936593,355902,322109,75.53191181638135,8642739.0,8460152.0,97.89,182587.0,2.11,p1k_00570_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8642739.0,0.0,20-51,50.0,18.95096466893195,50.54964126534424,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8647674,2593335,8647674,441031374,217485,437278068,0.8510292512659201,0.0273,0.4421,0.5306,NaN,NaN
p1k_00571,12497704,9273699,61220,323591,0,0,0,0,201735,0,0,0,0,1792931,476071,368457,74.20322164775226,12497704.0,12174113.0,97.41,323591.0,2.59,p1k_00571_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12497704.0,0.0,20-51,52.0,18.41371246786544,50.56956885840791,pass,pass,pass,pass,fail,pass,pass,warn,fail,fail,pass,2.6,12505016,3964207,12505016,637755816,836603,631806992,0.9327745589700744,0.0247,0.4732,0.5022,NaN,NaN
p1k_00572,6301446,4512884,141748,163288,0,0,0,0,96546,0,0,0,0,989420,239235,158325,71.6166416406647,6301446.0,6138158.0,97.41,163288.0,2.59,p1k_00572_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6301446.0,0.0,20-51,50.0,21.61916751409269,50.54215254720901,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,6305696,1875666,6305696,321590496,153973,318892140,0.8390658410502281,0.0325,0.4579,0.5096,NaN,NaN
p1k_00573,4233557,2179592,1425410,89192,0,0,0,0,6189,0,0,0,0,419257,65598,48319,51.48370507353509,4233557.0,4144365.0,97.89,89192.0,2.11,p1k_00573_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,4233557.0,0.0,20-51,53.0,20.74757628577204,50.535817280835005,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,4237752,1146933,4237752,216125352,99590,214483009,0.7599029844495059,0.0184,0.3125,0.6691,NaN,NaN
p1k_00574,9133617,6564410,4404,167105,0,0,0,0,125886,0,0,0,0,1441540,513314,316958,71.87086999597201,9133617.0,8966512.0,98.17,167105.0,1.83,p1k_00574_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9133617.0,0.0,20-40,50.0,16.947165650234968,39.59645822679011,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,9151513,2909374,9151513,366060520,1098516,361113031,1.3515494650993776,0.0391,0.4874,0.4735,NaN,NaN
p1k_00575,7304454,5400353,4125,134662,0,0,0,0,98417,0,0,0,0,953373,462644,250880,73.93232950744847,7304454.0,7169792.0,98.16,134662.0,1.84,p1k_00575_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7304454.0,0.0,20-40,48.0,19.341603128901337,39.48782167702063,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,7316970,2566970,7316970,292678800,214698,289110706,1.2191159728685508,0.0402,0.4709,0.4888,NaN,NaN
p1k_00576,8272980,6473826,611,457793,0,0,0,0,181143,0,0,0,0,694543,338603,126461,78.25264898500903,8272980.0,7815187.0,94.47,457793.0,5.53,p1k_00576_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8272980.0,0.0,20-101,50.0,23.32919987318847,99.5631864213379,pass,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,2.6,8293032,2485616,8293032,837596232,4353002,829831678,0.9270044089692132,0.0199,0.4661,0.514,NaN,NaN
p1k_00577,8460768,6542475,571,476449,0,0,0,0,218519,0,0,0,0,715958,359689,147107,77.32720008396402,8460768.0,7984319.0,94.37,476449.0,5.63,p1k_00577_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8460768.0,0.0,20-101,51.0,19.243758027324283,99.79830719859,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8481812,2538969,8481812,856663012,4554220,848583513,0.9431362025468188,0.0182,0.4581,0.5237,NaN,NaN
p1k_00578,10791581,8031861,71896,279316,0,0,0,0,84476,0,0,0,0,1391477,562557,369998,74.42710201591407,10791581.0,10512265.0,97.41,279316.0,2.59,p1k_00578_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10791581.0,0.0,20-40,50.0,16.407157546919716,39.58643492552204,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,10809687,3426842,10809687,432387480,1018512,426807662,1.2904670597770314,0.0454,0.4364,0.5182,NaN,NaN
p1k_00579,9017591,6736514,24680,243092,0,0,0,0,87003,0,0,0,0,1111275,480493,334534,74.70414215947474,9017591.0,8774499.0,97.3,243092.0,2.7,p1k_00579_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9017591.0,0.0,20-40,50.0,18.177549830712906,39.58546146082696,pass,pass,pass,pass,fail,warn,pass,warn,fail,fail,pass,2.6,9034825,2858878,9034825,361393000,951793,356642223,1.314573608232589,0.0425,0.4393,0.5182,NaN,NaN
p1k_00582,12686074,10004703,2107,640808,0,0,0,0,318353,0,0,0,0,938938,545747,235418,78.86366578028789,12686074.0,12045266.0,94.95,640808.0,5.05,p1k_00582_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12686074.0,0.0,20-101,51.0,21.632797662600563,99.40076212703788,pass,pass,warn,pass,warn,warn,pass,warn,fail,warn,pass,2.6,12730450,3732165,12730450,1285775450,613366,1280088957,0.4422617495146606,0.0176,0.4543,0.5281,NaN,NaN
