Experiment	sample_id	study	project	reference_condition	condition	rep_id	Strain Description	Strain	Culture Type	Evolved Sample	Base Media	Temperature (C)	pH	Carbon Source (g/L)	Nitrogen Source (g/L)	Electron Acceptor	Trace Element Mixture	Supplement	Antibiotic for selection	Growth_Phase	Growth Rate (1/hr)	Isolate Type	Additional Details	Sequencing Machine	LibraryLayout	Platform	Biological Replicates	doi	GEO	SRX	Run	R1	R2	contact	creator	passed_fastqc	passed_pct_reads_mapped	passed_reads_mapped_to_CDS	passed_global_correlation	full_name	passed_similar_replicates	passed_number_replicates	run_date	n_replicates	PxK_sample_type	deleted_genes	mutated_genes	overexpressed_genes
pcoli2_rspAB_coexp_F1	rspAB_coexp_F1	pColi2	pcoli2		EGFP_rspA_B_coexpression	1	MG1655 SDT507(gly2 rhaBADM KO) pSD250	MG1655	Batch		M9 gly +Fe	37	7	glycerol(2)	NH4Cl(1)	O2	DDB_TM_002	rhamnose(0.1)	Ampicillin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_1_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_1_R2_001.fastq.gz							pcoli2:EGFP_rspA_B_coexpression			1/3/2024		genetic_perturbation			
pcoli2_rspAB_coexp_F2	rspAB_coexp_F2	pColi2	pcoli2		EGFP_rspA_B_coexpression	2	MG1655 SDT507(gly2 rhaBADM KO) pSD250	MG1655	Batch		M9 gly +Fe	37	7	glycerol(2)	NH4Cl(1)	O2	DDB_TM_002	rhamnose(0.1)	Ampicillin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_2_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_2_R2_001.fastq.gz							pcoli2:EGFP_rspA_B_coexpression			1/3/2024		genetic_perturbation			
pcoli2_rspAB_KO_F1	rspAB_KO_F1	pColi2	pcoli2		EGFP_rspAB_KO	1	MG1655 SDT1108(gly2 rhaBADM KO rspAB KO) pSD174	MG1655	Batch		M9 gly +Fe	37	7	glycerol(2)	NH4Cl(1)	O2	DDB_TM_002	rhamnose(0.1)	Ampicillin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_3_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_3_R2_001.fastq.gz							pcoli2:EGFP_rspAB_KO			1/3/2024		genetic_perturbation			
pcoli2_rspAB_KO_F2	rspAB_KO_F2	pColi2	pcoli2		EGFP_rspAB_KO	2	MG1655 SDT1108(gly2 rhaBADM KO rspAB KO) pSD174	MG1655	Batch		M9 gly +Fe	37	7	glycerol(2)	NH4Cl(1)	O2	DDB_TM_002	rhamnose(0.1)	Ampicillin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_4_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_4_R2_001.fastq.gz							pcoli2:EGFP_rspAB_KO			1/3/2024		genetic_perturbation			
pcoli2_choline_F1	choline_F1	pColi2	pcoli2		EGFP_choline_5mM	1	MG1655 SDT507(gly2 rhaBADM KO) pSD174	MG1655	Batch		M9 gly +Fe	37	7	glycerol(2)	NH4Cl(1)	O2	DDB_TM_002	rhamnose(0.1)	Ampicillin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_5_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_5_R2_001.fastq.gz							pcoli2:EGFP_choline_5mM			1/3/2024		genetic_perturbation			
pcoli2_choline_F2	choline_F2	pColi2	pcoli2		EGFP_choline_5mM	2	MG1655 SDT507(gly2 rhaBADM KO) pSD174	MG1655	Batch		M9 gly +Fe	37	7	glycerol(2)	NH4Cl(1)	O2	DDB_TM_002	rhamnose(0.1)	Ampicillin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_6_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-964346343_6_R2_001.fastq.gz							pcoli2:EGFP_choline_5mM			1/3/2024		genetic_perturbation			
genome_reduced_ecoli_characterization_DDBPD113AMBRR9S03re	DDBPD113AMBRR9S03re	DDB_PD_113	genome_reduced_ecoli_characterization		[DDB_PD_113]_[SDT208]_[batch]	1	MG1655∆fhuA	SDT208	AMBR		DDB_BM_001	30	6.5	Glucose	NH4+	O2	DDB_TM_001								PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDBPD113AMBRR9S03re_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDBPD113AMBRR9S03re_R2_001.fastq.gz										1/6/2023		genetic_perturbation	fhuA		
genome_reduced_ecoli_characterization_DDB-PD-113-AMBR-R9--S07-RNAseq	DDB-PD-113-AMBR-R9--S07-RNAseq	DDB_PD_113	genome_reduced_ecoli_characterization		[DDB_PD_113]_[SDT208]_[fed-batch-early]	1	MG1655∆fhuA	SDT208	AMBR		DDB_BM_001	30	6.5	Glucose	NH4+	O2	DDB_TM_001								PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R9--S07-RNAseq_R1.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R9--S07-RNAseq_R2.fastq.gz										1/6/2023		genetic_perturbation	fhuA		
genome_reduced_ecoli_characterization_DDB-PD-113-AMBR-R9--S11-RNAseq	DDB-PD-113-AMBR-R9--S11-RNAseq	DDB_PD_113	genome_reduced_ecoli_characterization		[DDB_PD_113]_[SDT208]_[fed-batch-late]	1	MG1655∆fhuA	SDT208	AMBR		DDB_BM_001	30	6.5	Glucose	NH4+	O2	DDB_TM_001								PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R9--S11-RNAseq_R1.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R9--S11-RNAseq_R2.fastq.gz										1/6/2023		genetic_perturbation	fhuA		
genome_reduced_ecoli_characterization_DDB-PD-113-AMBR-R10--S03-RNAseq	DDB-PD-113-AMBR-R10--S03-RNAseq	DDB_PD_113	genome_reduced_ecoli_characterization		[DDB_PD_113]_[SDT208]_[batch]	2	MG1655∆fhuA	SDT208	AMBR		DDB_BM_001	30	6.5	Glucose	NH4+	O2	DDB_TM_001								PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R10--S03-RNAseq_R1.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R10--S03-RNAseq_R2.fastq.gz										1/6/2023		genetic_perturbation	fhuA		
genome_reduced_ecoli_characterization_DDBPD113AMBRR10S03re	DDBPD113AMBRR10S03re	DDB_PD_113	genome_reduced_ecoli_characterization		[DDB_PD_113]_[SDT208]_[batch]_azn	1	MG1655∆fhuA	SDT208	AMBR		DDB_BM_001	30	6.5	Glucose	NH4+	O2	DDB_TM_001								PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDBPD113AMBRR10S03re_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDBPD113AMBRR10S03re_R2_001.fastq.gz										1/6/2023		genetic_perturbation	fhuA		
genome_reduced_ecoli_characterization_DDB-PD-113-AMBR-R10--S07-RNAseq	DDB-PD-113-AMBR-R10--S07-RNAseq	DDB_PD_113	genome_reduced_ecoli_characterization		[DDB_PD_113]_[SDT208]_[fed-batch-early]	2	MG1655∆fhuA	SDT208	AMBR		DDB_BM_001	30	6.5	Glucose	NH4+	O2	DDB_TM_001								PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R10--S07-RNAseq_R1.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R10--S07-RNAseq_R2.fastq.gz										1/6/2023		genetic_perturbation	fhuA		
genome_reduced_ecoli_characterization_DDB-PD-113-AMBR-R10--S11-RNAseq	DDB-PD-113-AMBR-R10--S11-RNAseq	DDB_PD_113	genome_reduced_ecoli_characterization		[DDB_PD_113]_[SDT208]_[fed-batch-late]	2	MG1655∆fhuA	SDT208	AMBR		DDB_BM_001	30	6.5	Glucose	NH4+	O2	DDB_TM_001								PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R10--S11-RNAseq_R1.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/DDB-PD-113-AMBR-R10--S11-RNAseq_R2.fastq.gz										1/6/2023		genetic_perturbation	fhuA		
plasmid_c_WT_F1	c_WT_F1	pDNA	plasmid		c_WT	1	MG1655 SDT122	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_17_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_17_R2_001.fastq.gz							plasmid:c_WT			1/3/2024		WT			
plasmid_c_WT_F2	c_WT_F2	pDNA	plasmid		c_WT	2	MG1655 SDT122	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_18_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_18_R2_001.fastq.gz							plasmid:c_WT			1/3/2024		WT			
plasmid_pUC_WT_F1	pUC_WT_F1	pDNA	plasmid		pUC_WT	1	MG1655 SDT122 pSD357	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_19_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_19_R2_001.fastq.gz							plasmid:pUC_WT			1/3/2024		genetic_perturbation			
plasmid_pUC_WT_F2	pUC_WT_F2	pDNA	plasmid		pUC_WT	2	MG1655 SDT122 pSD357	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_20_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_20_R2_001.fastq.gz							plasmid:pUC_WT			1/3/2024		genetic_perturbation			
plasmid_pUC_mut_pSD371_F1	pUC_mut_pSD371_F1	pDNA	plasmid		pUC_ori_mut_pSD371	1	MG1655 SDT122 pSD371	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_21_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_21_R2_001.fastq.gz							plasmid:pUC_ori_mut_pSD371			1/3/2024		genetic_perturbation			
plasmid_pUC_mut_pSD371_F2	pUC_mut_pSD371_F2	pDNA	plasmid		pUC_ori_mut_pSD371	2	MG1655 SDT122 pSD371	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_22_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_22_R2_001.fastq.gz							plasmid:pUC_ori_mut_pSD371			1/3/2024		genetic_perturbation			
plasmid_pUC_mut_pSD376_F1	pUC_mut_pSD376_F1	pDNA	plasmid		pUC_ori_mut_pSD376	1	MG1655 SDT122 pSD376	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_23_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_23_R2_001.fastq.gz							plasmid:pUC_ori_mut_pSD376			1/3/2024		genetic_perturbation			
plasmid_pUC_mut_pSD376_F2	pUC_mut_pSD376_F2	pDNA	plasmid		pUC_ori_mut_pSD376	2	MG1655 SDT122 pSD376	MG1655	Batch		M9 gly	37	7	glycerol(2)	NH4Cl(1)	O2	Sauer trace metal		Kanamycin(50)						PAIRED	ILLUMINA	2					s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_24_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/90-990788958_24_R2_001.fastq.gz							plasmid:pUC_ori_mut_pSD376			1/3/2024		genetic_perturbation			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r1t1	ecoli_aaa_pd005_r1t1	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t1	1	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	1		GSE264483	SRX24317613		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T1_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T1_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t1			5/24/2023		ALE			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r1t2	ecoli_aaa_pd005_r1t2	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t2	1	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	1		GSE264483	SRX24317614		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T2_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T2_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t2			5/24/2023		ALE			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r1t3	ecoli_aaa_pd005_r1t3	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t3	1	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	1		GSE264483	SRX24317615		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T3_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T3_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t3			5/24/2023		ALE			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r1t4	ecoli_aaa_pd005_r1t4	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t4	1	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	1		GSE264483	SRX24317616		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T4_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR1T4_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t4			5/24/2023		ALE			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r2t1	ecoli_aaa_pd005_r2t1	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t1	2	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	2		GSE264483	SRX24317617		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T1_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T1_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t1			5/24/2023		ALE			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r2t2	ecoli_aaa_pd005_r2t2	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t2	2	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	2		GSE264483	SRX24317618		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T2_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T2_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t2			5/24/2023		ALE			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r2t3	ecoli_aaa_pd005_r2t3	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t3	2	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	2		GSE264483	SRX24317619		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T3_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T3_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t3			5/24/2023		ALE			
ecoli_aaa_pd005_6_ecoli_aaa_pd005_r2t4	ecoli_aaa_pd005_r2t4	ecoli_aaa_pd005_6	ecoli_aaa_pd005_6		ecoli_aaa_pd005_t4	2	Escherichia coli K-12 MG1655	SDT387	AMBR	Yes	AAA_FM_001	37	6.5	glucose(4)	NH4Cl(1)	O2									PAIRED	ILLUMINA	2		GSE264483	SRX24317620		s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T4_R1_001.fastq.gz	s3://sbrg-user-data/hbajpe/PRECISE_xK/DTU_data_2024/AAAPD005AMBRRNAseqR2T4_R2_001.fastq.gz							ecoli_aaa_pd005_6:ecoli_aaa_pd005_t4			5/24/2023		ALE			
